prego_id	ontology	biolink_category	taxon_count	direct_assertion_count	max_prego_score	channels	prego_synonyms
BTO:0001444	BTO	biolink:GrossAnatomicalStructure	9	9	3	annotated_genomes_isolates	Vero cell|Vero cells|vero|vero cell line|vero cell lines|vero cell lineses|vero cell linous|vero cellses
BTO:0002099	BTO	biolink:GrossAnatomicalStructure	9	9	3	annotated_genomes_isolates	auris media|auris medial|auris medias|middle ear|middle earic|middle ears
BTO:0004669	BTO	biolink:GrossAnatomicalStructure	9	9	3	annotated_genomes_isolates	digits|finger|fingers|forelimb digit|forelimb digits
ENVO:01000046	ENVO	biolink:OntologyClass	9	9	4	annotated_genomes_isolates	marginal sea|marginal sea biome|marginal seal|marginal seas
BTO:0000858	BTO	biolink:GrossAnatomicalStructure	8	8	3	annotated_genomes_isolates	mesophyll|mesophylls
BTO:0001230	BTO	biolink:GrossAnatomicalStructure	8	8	3	annotated_genomes_isolates	semen|semens|seminal fluid|seminal fluids|sperm|sperms
BTO:0001376	BTO	biolink:GrossAnatomicalStructure	8	8	3	annotated_genomes_isolates	thigh|thighs
BTO:0001400	BTO	biolink:GrossAnatomicalStructure	8	8	3	annotated_genomes_isolates	tuber|tubers
BTO:0001486	BTO	biolink:GrossAnatomicalStructure	8	8	3	annotated_genomes_isolates	Skelettsystem|Skelettsystems|skeletal system|skeletal systems|skeleton|skeletonal|skeletons
BTO:0001653	BTO	biolink:GrossAnatomicalStructure	8	8	3	annotated_genomes_isolates	lung epithelia|lung epithelial|lung epithelium|lung epitheliums|pulmonary epithelia|pulmonary epithelial|pulmonary epithelium|pulmonary epitheliums
ENVO:00000055	ENVO	biolink:OntologyClass	8	8	3	annotated_genomes_isolates	saline evaporation pond|saline evaporation ponds|salt evaporation pond|salt evaporation ponds|salt pond|salt ponds|salt pondses|saltern|salterns
ENVO:00000133	ENVO	biolink:OntologyClass	8	13	4	annotated_genomes_isolates	RockGlacier|RockGlaciers|glacier|glaciers|rock glacier|rock glaciers
ENVO:00000562	ENVO	biolink:OntologyClass	8	8	3	annotated_genomes_isolates	park
ENVO:00002040	ENVO	biolink:OntologyClass	8	8	4	annotated_genomes_isolates	wood
ENVO:00002117	ENVO	biolink:OntologyClass	8	8	3	annotated_genomes_isolates	creosote contaminated soil|creosote contaminated soils
BTO:0000365	BTO	biolink:GrossAnatomicalStructure	7	7	3	annotated_genomes_isolates	anterior intestine|anterior intestines|anterior intestinous|duodena|duodenal|duodenum|duodenums|proximal intestine|proximal intestines|proximal intestinous|upper intestine|upper intestines|upper intestinous
BTO:0000775	BTO	biolink:GrossAnatomicalStructure	7	7	3	annotated_genomes_isolates	lymphocyte|lymphocytes
BTO:0003415	BTO	biolink:GrossAnatomicalStructure	7	7	3	annotated_genomes_isolates	conjunctiva|conjunctival|conjunctivas
BTO:0005312	BTO	biolink:GrossAnatomicalStructure	7	7	3	annotated_genomes_isolates	amoeba|amoebal|amoebas
ENVO:00000182	ENVO	biolink:OntologyClass	7	7	3	annotated_genomes_isolates	highland|highlandic|highlands|intermontane plateau|intermontane plateaus|plateau|plateaus|table mountain|table mountains|tableknoll|tableknolls|tableland|tablelandic|tablelands|upland|uplandic|uplands
ENVO:00000485	ENVO	biolink:OntologyClass	7	7	4	environmental_samples	sea shore|sea shores
ENVO:01000042	ENVO	biolink:OntologyClass	7	7	4	environmental_samples	neritic epipelagic zone|neritic epipelagic zone biome|neritic epipelagic zones|neritic epipelagic zonous
ENVO:01000277	ENVO	biolink:OntologyClass	7	7	4	annotated_genomes_isolates	ice
BTO:0000469	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates|environmental_samples	flower|flowers
BTO:0000546	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	gut mucosa|gut mucosal|gut mucosas
BTO:0001203	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	salivary gland|salivary glandic|salivary glands
BTO:0001424	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	uteral|uteri|uterus|uteruses|womb
BTO:0001938	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	U2 osteosarcoma cell|U2-OS cell|u2os|u2os cell line|u2os cell lines|u2os cells
BTO:0001947	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	HRT-18 cell|hrt18|hrt18 cell line|hrt18 cell lines|hrt18 cells
BTO:0001980	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	glandula sebaceae|glandula sebaceaes|sebaceous folliclar|sebaceous follicle|sebaceous follicles|sebaceous gland|sebaceous glandic|sebaceous glands
BTO:0002045	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	capillaries|capillary
BTO:0003132	BTO	biolink:GrossAnatomicalStructure	6	6	3	annotated_genomes_isolates	microsporidian|microsporidianic|microsporidians
ENVO:00000031	ENVO	biolink:OntologyClass	6	6	3	annotated_genomes_isolates	arroyo|arroyos|nullah|nullahic|nullahs|wadi|wadi bend|wadi bends|wadi junction|wadi junctional|wadi junctions|wadis|wadises
ENVO:00000067	ENVO	biolink:OntologyClass	6	6	4	annotated_genomes_isolates	cave|cavern|caverns|caves|caveses|grotto|grottoes|notches
ENVO:00000206	ENVO	biolink:OntologyClass	6	6	4	annotated_genomes_isolates	neritic|neritic zone|neritics
ENVO:00000247	ENVO	biolink:OntologyClass	6	6	3	annotated_genomes_isolates	volcano|volcanoes
ENVO:00000477	ENVO	biolink:OntologyClass	6	6	3	annotated_genomes_isolates	cerrito|cerritoes|cerro|cerroes|dome|hillock|hillocks|inselberg|inselbergs|knob|knoll|knolls|koppje|koppjes|mount|mounts
ENVO:00002157	ENVO	biolink:OntologyClass	6	6	1.13934	environmental_samples	stromatolite mat|stromatolite matic|stromatolite mats
ENVO:00002173	ENVO	biolink:OntologyClass	6	6	3	annotated_genomes_isolates	hospital|hospitalic|hospitals
ENVO:00002213	ENVO	biolink:OntologyClass	6	6	1.11189	environmental_samples	anaerobic sludge blanket reactor|anaerobic sludge blanket reactors
ENVO:00002272	ENVO	biolink:OntologyClass	6	6	1.12414	environmental_samples	WWTP|waste treatment plant|waste treatment plantic|waste treatment plants
ENVO:00003043	ENVO	biolink:OntologyClass	6	6	3	annotated_genomes_isolates	sewage plant|sewage plantic|sewage plants
BTO:0000091	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	ascites|ascites fluid|ascites fluids|asciteses|ascitic fluid|ascitic fluids
BTO:0000303	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	crown gall|crown gallic|crown galls
BTO:0000447	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	feather|feathers
BTO:0000659	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	juice|juices
BTO:0000956	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	gut epithelia|gut epithelial|gut epithelium|gut epitheliums
BTO:0000976	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	HEp-2 cell|hep2|hep2 cell line|hep2 cell lines|hep2 cells
BTO:0001025	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	PBM cell|PBM cells|PBMC|PBMC cell|PBMC cells|peripheral blood mononuclear cell|peripheral blood mononuclear cells
BTO:0001129	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	prostate|prostate gland|prostate glandic|prostate glands|prostates
BTO:0002990	BTO	biolink:GrossAnatomicalStructure	5	5	3	annotated_genomes_isolates	gastric ulcer|gastric ulcers
ENVO:00000128	ENVO	biolink:OntologyClass	5	5	3	annotated_genomes_isolates	dry valley|dry valleys
ENVO:00000533	ENVO	biolink:OntologyClass	5	5	4	annotated_genomes_isolates	disposal site|disposal sites|landfill|landfills
ENVO:00002118	ENVO	biolink:OntologyClass	5	5	3	annotated_genomes_isolates	sea sand|sea sandic|sea sands
ENVO:00002179	ENVO	biolink:OntologyClass	5	5	4	annotated_genomes_isolates|environmental_samples	intertidal sediment|intertidal sediments
ENVO:00002265	ENVO	biolink:OntologyClass	5	5	4	annotated_genomes_isolates	agricultural waste|agricultural wastes
BTO:0000081	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	Geschlechtsorgan|Geschlechtsorganic|Geschlechtsorgans|animal reproductive system|animal reproductive systems|genital system|genital systems|genitalia|genitalial|genitalias|organa genitalia|organa genitalial|organa genitalias|reproductive system|reproductive systems|reproductive tissue|reproductive tissues|reproductive tract|reproductive tractic|reproductive tracts
BTO:0000141	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	bone marrow|bone marrows|medulla of bone|medulla of bones|medulla of bonous|medulla ossea|medulla osseal|medulla osseas|medulla ossia|medulla ossial|medulla ossium|medulla ossiums
BTO:0000195	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	CACO-2 cell|caco2|caco2 cell line|caco2 cell lines|caco2 cells
BTO:0000379	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	embryos
BTO:0000917	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	needlar|needle|needles
BTO:0000975	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	ovaries|ovary
BTO:0000980	BTO	biolink:GrossAnatomicalStructure	4	5	3	annotated_genomes_isolates	fallopian tube|fallopian tubes|oviduct|oviducts|salpinx|salpinxes|tuba uterina|tuba uterinae|tuba uterinaes|tuba uterinal|tuba uterinas|uterine tube|uterine tubes
BTO:0001432	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	vascular tissue|vascular tissues
BTO:0001477	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	light organ|light organic|light organs|photogenic organ|photogenic organic|photogenic organs|photophore|photophores
BTO:0001600	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	cuticlar|cuticle|cuticles|cuticula|cuticulal|cuticulas
BTO:0001822	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	SCN|suprachiasmatic nuclear|suprachiasmatic nuclei|suprachiasmatic nucleus|suprachiasmatic nucleuses
BTO:0001965	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	cadaver|cadavers|carcass|carcasses|carcassic|dead bodies|dead body
BTO:0002305	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	holdfast|holdfastic|holdfasts|scolex|scolexes
BTO:0003969	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	ORS|hair follicle outer root sheath|hair follicle outer root sheathic|hair follicle outer root sheaths|outer root sheath|outer root sheathic|outer root sheaths
BTO:0004300	BTO	biolink:GrossAnatomicalStructure	4	4	3	annotated_genomes_isolates	mammary epithelial cell|mammary epithelial cells
ENVO:00000035	ENVO	biolink:OntologyClass	4	4	3	annotated_genomes_isolates	marsh|marshes|marshic|marshies|marshland|marshlandic|marshlands|marshy|marshy areas|marshy areases|marshy areasic
ENVO:00000167	ENVO	biolink:OntologyClass	4	4	3	annotated_genomes_isolates	Shoal|Shoalic|ball|bank (hydrographic)|banks (seafloor)|bar|bar (physiographic)|barrier beach|barrier beaches|barrier beachic|bay bar|bay baric|bay barrier|bay barriers|bay bars|bay head bar|bay head baric|bay head bars|baymouth bar|baymouth baric|baymouth bars|cuspate bar|cuspate baric|cuspate bars|cuspate spit|cuspate spits|hook|hooked spit|hooked spits|longshore bar|longshore baric|longshore bars|marsh bar|marsh baric|marsh bars|offshore bar|offshore baric|offshore bars|point|points|recurved spit|recurved spits|sand bank|sand bankic|sand banks|sand bar|sand baric|sand bars|sand hom|sand homs|sand lobe|sand lobes|sand spit|sand spits|sandbar|sandbaric|sandbars|shoal patches|shoal patcheses|shoals|shoalses|shoalsic|tongue|tongue (seafloor)|tongues|transverse bar|transverse baric|transverse bars|undersea shoal|undersea shoalic|undersea shoals
ENVO:00000213	ENVO	biolink:OntologyClass	4	4	4	annotated_genomes_isolates	mesopelagic|mesopelagic zone|mesopelagics
ENVO:00000262	ENVO	biolink:OntologyClass	4	4	3	annotated_genomes_isolates	pampa|pampal|pampas|pampases|pampasic|puszta|pusztal|pusztas|steppe|steppes
ENVO:00000393	ENVO	biolink:OntologyClass	4	4	3	annotated_genomes_isolates	sound|sound (body of water)|sounds
ENVO:00002114	ENVO	biolink:OntologyClass	4	4	4	annotated_genomes_isolates	contaminated sediment|contaminated sediments
ENVO:00002168	ENVO	biolink:OntologyClass	4	4	3	annotated_genomes_isolates|environmental_samples	gold mine|gold mines|gold minous
ENVO:01000034	ENVO	biolink:OntologyClass	4	4	1.13534	environmental_samples	oceanic sea surface microlayer|oceanic sea surface microlayer biome|oceanic sea surface microlayers
ENVO:01000066	ENVO	biolink:OntologyClass	4	4	3	annotated_genomes_isolates	dead|dead zone|marine anoxic|marine anoxic zone|marine anoxics
ENVO:01000161	ENVO	biolink:OntologyClass	4	4	1.3019	environmental_samples	marine sponge reef|marine sponge reefs
ENVO:01000207	ENVO	biolink:OntologyClass	4	4	3	annotated_genomes_isolates	mediterranean|mediterraneanic|mediterraneans
BTO:0000090	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	ascidian|ascidianic|ascidians|sea squirt|sea squirts
BTO:0000109	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	bacteroid|bacteroids
BTO:0000121	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	bile|fel|gall
BTO:0000271	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	colon mucosa|colon mucosal|colon mucosas|colonic mucosa|colonic mucosal|colonic mucosas
BTO:0000286	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	cornea|corneal|corneas
BTO:0000320	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	cyst
BTO:0000377	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	elementary bodies|elementary body
BTO:0000518	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	branchia|branchial|branchial tissue|branchial tissues|branchias|gill
BTO:0000535	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	gamete|gametes|germ cell|germ cells
BTO:0000605	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	honey|honeys
BTO:0000646	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	distal colon|distal colonal|distal colons|left colon|left colonal|left colons
BTO:0000664	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	K-562 cell|K-562/S cell|K562s cell|K562wt cell|k562|k562 cell line|k562 cell lines|k562 cells
BTO:0000776	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	B cell|B cells|B-cell|B-cells|B-lymphocyte|B-lymphocytes
BTO:0001060	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	photoreceptor|photoreceptor cell|photoreceptor cells|photoreceptors
BTO:0001078	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	placenta|placental|placentas
BTO:0001176	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	endothelial cell|endothelial cells
BTO:0001191	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	root tip|root tips
BTO:0001201	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	rosette|rosettes
BTO:0001287	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	sporangia|sporangial|sporangium|sporangiums
BTO:0001339	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	synovia|synovial|synovial fluid|synovial fluids|synovias
BTO:0001370	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	THP-1 cell|thp1|thp1 cell line|thp1 cell lines|thp1 cells
BTO:0001551	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	free-living state|free-living states
BTO:0001886	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	primordia|primordial|primordium|primordiums
BTO:0002196	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	A10 cell|a10|a10 cell line|a10 cell lines|a10 cells
BTO:0004299	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	lung epithelial cell|lung epithelial cells|pulmonary epithelial cell|pulmonary epithelial cells
BTO:0005436	BTO	biolink:GrossAnatomicalStructure	3	3	3	annotated_genomes_isolates	paniclar|panicle|panicles
ENVO:00000014	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	canal|canal bend|canal bends|canalic|canals|drain (channel)|irrigation system|irrigation systems|lateral|lateralic|laterals
ENVO:00000029	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	awawa|awawal|awawas|barranca|barrancal|barrancas|beck|branch|branches|branchic|brook|brooks|course|courses|culvert|culverts|draw|dredged channel|dredged channels|fork|gulch|gulches|gullies|gully|gutter|gutters|kill|lode|moat|narrows|narrows (hydrographic)|narrowses|overflow channel|overflow channels|passage|passages|pup|race|ravine|ravines|ravinous|reach|reaches|reachic|rivulet|rivulets|run|runnel|runnels|seaway|seaways|spillway|spillways|tideway|tideways|wash|water courses|water courseses|water gap|water gapic|water gaps|watercourse|watercourses|waterway|waterways
ENVO:00000039	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	fiord|fiords|fjord|fjords|fjordses|loch
ENVO:00000050	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	geyser|geysers
ENVO:00000064	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	accessway|accessways|alley|alleys|avenue|avenues|board walk|board walkic|board walks|boulevard|boulevardic|boulevards|caravan route|caravan routes|cart track|cart trackic|cart tracks|drive|drives|drove|droves|farm lane|farm lanes|farm lanous|freeway|freeways|highway|highways|intersection|intersectional|intersections|lane|parkway|parkways|road|road bend|road bends|road junction|road junctional|road junctions|roadway|roadways|street|streets|thorofare|thorofares|thoroughfare|thoroughfares|thruway|thruways|traffic circlar|traffic circle|traffic circles|turnpike|turnpikes
ENVO:00000096	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	caldera|calderal|calderas
ENVO:00000166	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	ISLAND REEF|ISLAND REEFs|REEF, ISLAND|atoll|atolls|coral atoll|coral atolls
ENVO:00000363	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	natural preserve|natural preserves|natural reserve|natural reserves|nature preserve|nature preserves|nature reserve|nature reserves|protected reserves|protected reserveses
ENVO:00000383	ENVO	biolink:OntologyClass	3	3	4	environmental_samples	dry stream bed|dry stream beds|stream bed|stream beds|stream bottom|stream bottoms
ENVO:00001997	ENVO	biolink:OntologyClass	3	3	4	annotated_genomes_isolates	acid mine drainage|acid mine drainages|acid rock drainage|acid rock drainages
ENVO:00002120	ENVO	biolink:OntologyClass	3	3	3	annotated_genomes_isolates	acid hot spring|acid hot springs|acidic hot spring|acidic hot springs
ENVO:00002192	ENVO	biolink:OntologyClass	3	3	4	environmental_samples	poultry litter|poultry litters
ENVO:00003030	ENVO	biolink:OntologyClass	3	3	4	annotated_genomes_isolates	silage|silages
ENVO:01000008	ENVO	biolink:OntologyClass	3	3	4	annotated_genomes_isolates	microbial mat|microbial matic|microbial mats
BTO:0000018	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	A-549 cell|NCI-A549 cell|a549|a549 cell line|a549 cell lines|a549 cells
BTO:0000047	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	adrenal|adrenal capsular|adrenal capsule|adrenal capsules|adrenal gland|adrenal glandic|adrenal glands|adrenalic|adrenals|atrabiliary capsular|atrabiliary capsule|atrabiliary capsules|epinephros|epinephroses|glandula suprarenalis|glandula suprarenalises|paranephros|paranephroses|suprarenal capsular|suprarenal capsule|suprarenal capsules|suprarenal gland|suprarenal glandic|suprarenal glands
BTO:0000060	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	air sac|air sacic|air sacs|alveolal|alveoli|alveolis|alveolus|alveoluses
BTO:0000079	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	anther|anthers
BTO:0000088	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	CV system|CV systems|Herz und Gefaesssystem|Herz und Gefaesssystems|cardiovascular system|cardiovascular systems|circulatory system|circulatory systems
BTO:0000266	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	cob|corn cob|corn cobs|corncob|corncobs|maize cob|maize cobs
BTO:0000339	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	dental pulp|dental pulp cell|dental pulp cells|dental pulps
BTO:0000367	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	duodenal mucosa|duodenal mucosal|duodenal mucosas|duodenum mucosa|duodenum mucosal|duodenum mucosas
BTO:0000493	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	gall bladder|gall bladders
BTO:0000500	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	gastric epithelia|gastric epithelial|gastric epithelium|gastric epitheliums|stomach epithelia|stomach epithelial|stomach epithelium|stomach epitheliums
BTO:0000536	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	gracilis|gracilis musclar|gracilis muscle|gracilis muscles|gracilises
BTO:0000553	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	peripheral blood|peripheral bloods
BTO:0000567	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	HeLa cell|HeLa cells|hela|hela cell line|hela cell lines|hela cell lineses|hela cell linous|hela cellses
BTO:0000586	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	carcinoma cell, colon|colon cancer cell|colon cancer cells|colon carcinoma cell|colon carcinoma cells|colonic cancer cell|colonic cancer cells|colonic carcinoma cell|colonic carcinoma cells
BTO:0000597	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	hepatopancreas|hepatopancreases|hepatopancreasic|midgut gland|midgut glandic|midgut glands
BTO:0000600	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	heterocyst|heterocysts
BTO:0000667	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	keratinocyte|keratinocytes|malpighian cell|malpighian cells
BTO:0000719	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	leaf blade|leaf blades|leaf lamina|leaf laminal|leaf laminas
BTO:0000876	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	monocyte|monocytes|mononuclear leukocyte|mononuclear leukocytes|nongranular leukocyte|nongranular leukocytes
BTO:0000901	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	myocardia|myocardial|myocardium|myocardiums
BTO:0000954	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	nymph|nymphs
BTO:0000959	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	esophagal|esophagi|esophagus|esophaguses|gullet|gullets|oesophagal|oesophagi|oesophagus|oesophaguses
BTO:0001031	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	peritoneal fluid|peritoneal fluids
BTO:0001044	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	phagocyte|phagocytes
BTO:0001268	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	somatic cell|somatic cells
BTO:0001368	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	chest|chests|thorax|thoraxes|thoraxic
BTO:0001383	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	alveolar bone|alveolar bones|alveolar bonous
BTO:0001395	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	trichomal|trichome|trichomes
BTO:0001457	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	hip
BTO:0001472	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	peritonea|peritoneal|peritoneum|peritoneums
BTO:0001591	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	PA-1 cell|pa1|pa1 cell line|pa1 cell lines|pa1 cells
BTO:0001816	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	stem nodular|stem nodule|stem nodules
BTO:0002096	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	cavitas nasalis|cavitas nasalises|cavitas nasi|cavitas nasis|nasal cavities|nasal cavity
BTO:0002100	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	auris externa|auris external|auris externas|external ear|external earic|external ears|outer ear|outer earic|outer ears
BTO:0002278	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	macrophage cell line|macrophage cell lines|macrophage cell linous
BTO:0002502	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	kinetoplastid|kinetoplastids
BTO:0002670	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	MGN|medial geniculate nuclear|medial geniculate nuclei|medial geniculate nucleus|medial geniculate nucleuses|nuclei corporis geniculati medialis|nuclei corporis geniculati medialises|nuclei of medial geniculate bodies|nuclei of medial geniculate body
BTO:0003165	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	cervical adenocarcinoma cell|cervical adenocarcinoma cells|cervix adenocarcinoma cell|cervix adenocarcinoma cells|uterine cervix adenocarcinoma cell|uterine cervix adenocarcinoma cells
BTO:0003659	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	secretory cell|secretory cells
BTO:0003680	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	Mo-B cell|Mo-B cells|mob|mob cell line|mob cell lines|mob cell lineses|mob cell linous|mob cells|mob cellses
BTO:0004057	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	fruit juice|fruit juices
BTO:0004493	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	gastric epithelial cell line|gastric epithelial cell lines|gastric epithelial cell linous|gastric epithelium cell line|gastric epithelium cell lines|gastric epithelium cell linous
BTO:0004857	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	ookinete|ookinetes
BTO:0005030	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	HeLa-229 cell|hela229|hela229 cell line|hela229 cell lines|hela229 cells
BTO:0005257	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	oropharynx|oropharynxes
BTO:0005441	BTO	biolink:GrossAnatomicalStructure	2	2	3	annotated_genomes_isolates	lateral root|lateral roots
ENVO:00000011	ENVO	biolink:OntologyClass	2	2	3	annotated_genomes_isolates	garden|gardens
ENVO:00000025	ENVO	biolink:OntologyClass	2	2	3	annotated_genomes_isolates	covered reservoir|covered reservoirs|reservoir|reservoirs
